	race	current_location	sex	birthdate	blood_group	ssn	job	name	residence
2810	Indian	(Decimal('64.898081'), Decimal('19.378374'))	M	1977/06/29	AB-	807-56-3540	Psychiatrist	James Sparks	"4600 Morrow Causeway
Port Jacobland, SC 00652"
2811	Black	(Decimal('35.259443'), Decimal('-99.324248'))	M	05/18/1908, 00:00:00	O+	888-40-4125	Cabin crew	Eric Nguyen	"USNS Owens
FPO AA 18512"
2812	Black	(Decimal('-76.042913'), Decimal('-115.496437'))	F	05/25/1995, 00:00:00	B-	612-95-6352	Clinical psychologist	Julie Hale	"Unit 7819 Box 3771
DPO AE 64578"
2813	white	(Decimal('-25.7186895'), Decimal('-160.873202'))	M	15 Sep 1955	O-	613-94-4624	Teaching laboratory technician	Nicholas Richardson	"133 Buck Summit Suite 931
West Brandy, MN 33142"
2814	Black	(Decimal('-4.2671145'), Decimal('-30.012494'))	F	2000-01-26	B+	042-88-1621	Museum/gallery curator	Jocelyn Anderson	"63878 Suarez Estates
Desireefurt, DC 79457"
2815	White	(Decimal('-41.248540'), Decimal('-143.876644'))	F	04/02/1964, 00:00:00	B-	552-08-5189	Optometrist	Hannah Gray	"16824 Wood Plains Suite 913
New Earl, UT 59773"
2816	Asian	(Decimal('25.976835'), Decimal('-115.651238'))	M	28 Jan 1958	A+	665-63-5612	Producer, television/film/video	Sean James	"58861 Lopez Street Apt. 484
Port Rhonda, WV 52668"
2817	White	(Decimal('37.794895'), Decimal('103.848038'))	F	10 Aug 1973	AB-	077-40-5200	Engineer, civil (consulting)	Lisa Cooper	"4198 Hernandez Skyway Apt. 101
Erinfort, TN 07009"
2818	Black	(Decimal('-48.732279'), Decimal('-82.020973'))	F	08/20/1908, 00:00:00	A-	354-01-1365	Therapist, speech and language	Claudia Wilson	"03183 Kelly Island Apt. 421
Rebeccaside, TN 52363"
2819	Hawaiian	(Decimal('-14.031461'), Decimal('159.422772'))	F	1919-02-09	AB+	314-06-4756	Brewing technologist	Marisa Thompson	"2242 Matthew Meadow Suite 692
Leeberg, FL 74499"
2820	Hawaiian	(Decimal('-62.1980205'), Decimal('-108.024705'))	F	04 Dec 1938	B+	330-21-7713	Private music teacher	Theresa Ortiz	"470 William Road
Michaelburgh, KS 15213"
2821	Hawaiian	(Decimal('-76.427421'), Decimal('-56.645976'))	F	10/14/1926, 00:00:00	A-	491-78-9742	Sports coach	Kathleen Murphy	"1802 Samantha Gardens Suite 183
Michaelhaven, CO 23602"
2822	Black	(Decimal('-70.0235725'), Decimal('-160.525035'))	M	1925/05/21	AB+	646-56-0258	Operational researcher	Nicholas Banks	"10563 Hunter Center
Lake Michaelbury, NH 88517"
2823	Asian	(Decimal('11.5053775'), Decimal('113.730998'))	F	1951/08/23	O+	397-90-4014	Social research officer, government	Sabrina Bishop	"5671 Tara Well
North Laurabury, GA 62912"
2824	Black	(Decimal('-80.208245'), Decimal('-102.233977'))	F	01/11/1937, 00:00:00	B-	184-02-6664	Quarry manager	Mercedes Good	"026 Hopkins River Apt. 811
Jennifermouth, CA 73347"
2825	White	(Decimal('-73.3846385'), Decimal('123.092237'))	F	12/31/1967, 00:00:00	O-	606-99-9434	Soil scientist	Sara Price	"506 Stefanie Coves Apt. 131
Port Claireborough, MN 92625"
2826	Indian	(Decimal('17.2988085'), Decimal('43.772427'))	F	1924/07/18	AB+	249-19-6595	Public librarian	Janice Pollard	"5624 Hayes Heights Suite 615
Morrisonville, AR 56529"
2827	Black	(Decimal('24.7889345'), Decimal('-163.353638'))	F	07/26/1940, 00:00:00	A-	051-12-4031	Armed forces operational officer	Ashley Howard	"60280 Carey Coves
Schaeferland, NM 24320"
2828	Black	(Decimal('-67.579106'), Decimal('-26.325429'))	M	1961/12/01	B-	075-48-2377	Quarry manager	Matthew Hatfield	"88424 Stephen Stream
North Randytown, HI 20658"
2829	White	(Decimal('53.711318'), Decimal('11.692792'))	M	07/25/1941, 00:00:00	B-	704-29-9837	Engineer, structural	Andrew Barnes	"96971 Newman Shoal Apt. 635
Tammyport, NV 91009"
2830	White	(Decimal('0.999755'), Decimal('-79.425075'))	M	03/14/2021, 00:00:00	O-	094-45-3014	Designer, ceramics/pottery	Cameron Berry	"28926 Jennifer Center Apt. 543
Berryshire, MN 96934"
2831	Black	(Decimal('1.097965'), Decimal('0.881069'))	F	20 Dec 1983	O+	621-68-8009	Producer, television/film/video	Chelsea Lee	"52125 Barbara Roads Suite 862
Thomasstad, NM 09397"
2832	Black	(Decimal('75.4709405'), Decimal('67.124098'))	F	09/04/1920, 00:00:00	AB+	727-28-8330	Fast food restaurant manager	Melissa Clark	"USS Fernandez
FPO AE 48160"
2833	White	(Decimal('-5.7093605'), Decimal('6.460393'))	F	06/16/1912, 00:00:00	O-	726-95-4781	Sub	Melissa Wise	"7416 Hill Oval Apt. 711
New Jennifer, NY 21637"
2834	White	(Decimal('69.3706545'), Decimal('-23.862203'))	M	1988-04-21	O-	890-35-6920	Legal executive	Michael Vaughn PhD	"416 Hall Circles Suite 421
Port Sarah, NY 56238"
2835	White	(Decimal('-3.782415'), Decimal('-63.221738'))	F	1993/07/09	B+	615-31-9085	Building surveyor	Jennifer Hayes	"387 Mcdonald Islands Suite 516
Mccannland, RI 93447"
2836	Indian	(Decimal('-32.286860'), Decimal('91.939656'))	F	11/01/1984, 00:00:00	AB-	441-90-4015	Careers adviser	Jennifer Trevino	"776 Thomas Well Apt. 444
Port Kevintown, MT 26682"
2837	White	(Decimal('50.271725'), Decimal('25.400323'))	M	17 May 1951	AB-	613-81-1451	Clinical cytogeneticist	Steven Snow	"2074 Peter Parkway Apt. 952
Katherinechester, NJ 81724"
2838	White	(Decimal('18.9435095'), Decimal('-31.019774'))	M	1948/09/12	AB-	174-36-1073	Nature conservation officer	Sean Spencer	"95121 Mccormick Lodge
East Jennaborough, AL 38112"
2839	White	(Decimal('-61.385346'), Decimal('99.511534'))	F	2017/09/28	A-	420-92-6994	Nurse, children's	Angela Johnson	"254 May Lake
Davidshire, WI 34185"
2840	Indian	(Decimal('-85.219697'), Decimal('-95.077296'))	F	1955/05/21	AB+	776-16-9350	Barista	Nancy Moreno	"USS Lee
FPO AE 62130"
2841	White	(Decimal('-67.352119'), Decimal('-175.155176'))	M	1980-02-13	O+	198-24-1247	Loss adjuster, chartered	Christopher Love	"621 Brittany Manors Suite 798
Kathrynshire, WY 39972"
2842	White	(Decimal('60.8561775'), Decimal('-165.214134'))	M	1910/05/06	AB-	579-36-9567	Ergonomist	Jeremy Mitchell	"1379 Arthur Lane Suite 219
West Leah, IL 23800"
2843	White	(Decimal('-81.344177'), Decimal('64.309378'))	M	1952-10-20	AB+	843-27-1464	Town planner	Benjamin Carlson	"999 Adams Field Apt. 503
Port Aaronbury, MA 68835"
2844	White	(Decimal('-38.201916'), Decimal('55.042722'))	M	1991-12-18	O+	598-04-5527	Land/geomatics surveyor	George Mejia	"7193 Hughes Square
Thomasborough, IA 39395"
2845	White	(Decimal('73.8109365'), Decimal('168.423623'))	F	1924/02/06	O-	590-62-6515	Advertising account planner	Ruth Welch	"810 Christensen Rapids
South Jessica, WY 84099"
2846	White	(Decimal('41.666735'), Decimal('-101.370193'))	F	07/17/1966, 00:00:00	O+	577-98-5285	Psychiatric nurse	Lisa Lamb	"64713 Jade Hollow Suite 742
Justinshire, SC 61124"
2847	White	(Decimal('17.190030'), Decimal('46.921688'))	M	12 Jun 1927	AB+	252-49-3000	Seismic interpreter	Shawn Bell	"80670 Shepard Plaza
Olsonborough, MI 05999"
2848	Black	(Decimal('-13.6655855'), Decimal('-115.781250'))	M	1997-07-04	A-	298-38-3207	Engineer, technical sales	Tyler Atkins	"2481 Calhoun Radial
Kevinstad, CO 79158"
2849	Black	(Decimal('-39.9071205'), Decimal('-111.722617'))	F	1940-11-23	B+	437-91-3331	Event organiser	Cynthia Davenport	"377 Brittany Underpass Apt. 246
North Monicashire, MA 05098"
2850	Black	(Decimal('65.5472075'), Decimal('162.607690'))	M	1907-09-02	A-	417-21-6198	Clinical biochemist	Calvin Carr	"074 James Plaza Apt. 592
South Brian, UT 41434"
2851	Asian	(Decimal('33.526131'), Decimal('-95.660919'))	F	1949-12-15	O-	090-96-7045	Communications engineer	Donna Ferguson	"87936 Alexandra Ranch
Peterborough, NV 03966"
2852	Black	(Decimal('-10.7328495'), Decimal('51.571028'))	M	02/19/1992, 00:00:00	O-	219-02-4444	Investment analyst	David Mcguire	"24539 Donna Inlet
Robertoside, MI 11977"
2853	White	(Decimal('-65.607338'), Decimal('-173.822778'))	F	1923-02-15	O+	669-03-6498	Trade union research officer	Patricia Wagner	"3329 Stone Knolls Apt. 592
East Michaelberg, WA 64674"
2854	Black	(Decimal('38.618629'), Decimal('167.162970'))	F	08/21/1965, 00:00:00	O-	322-50-6226	Retail merchandiser	Melanie Bradford	"6616 Kelly Village
Samuelborough, ND 47623"
2855	White	(Decimal('34.9546075'), Decimal('132.234157'))	F	31 May 1996	AB-	265-24-7489	Manufacturing systems engineer	Ashley Bridges	"08932 Williams Forge
West Russellmouth, AK 59718"
2856	White	(Decimal('40.5317715'), Decimal('-120.319126'))	M	2005-08-16	B-	523-37-3879	Education administrator	Adam Bullock	"104 Farmer Locks Suite 301
Rebeccafort, CA 27138"
2857	White	(Decimal('89.9460525'), Decimal('-152.461812'))	F	1979/09/08	O+	796-68-0473	Automotive engineer	Nichole Sawyer	"561 Bryan Mission Apt. 608
South Wendyfurt, DC 57847"
2858	Asian	(Decimal('79.511629'), Decimal('-169.393397'))	M	12/16/1957, 00:00:00	O+	712-01-6611	Purchasing manager	David Garcia	"699 Tanya Parkways
Lake Timothy, WI 35688"
2859	White	(Decimal('-54.527637'), Decimal('15.568952'))	M	2005-09-16	B-	237-77-8601	Lobbyist	Joseph Johnson	"7123 Schmitt Way
South Kellyberg, OR 03804"
2860	Asian	(Decimal('-62.961097'), Decimal('11.367610'))	M	1917-08-06	B+	145-60-0155	Ceramics designer	Carl Estrada	"9915 Ruth Shore
Frederickview, MD 95056"
2861	White	(Decimal('-72.932992'), Decimal('157.770700'))	F	21 Feb 1986	B-	050-67-9849	Air traffic controller	Christy White	"413 Taylor Mountains
Castillobury, NV 99471"
2862	Black	(Decimal('-6.666465'), Decimal('41.901224'))	M	07/12/1938, 00:00:00	O+	189-36-9083	Therapist, music	Nicholas Taylor	"557 Wright Crescent Apt. 680
Luisland, MS 51805"
2863	blsck	(Decimal('-28.9463445'), Decimal('121.570188'))	F	1997/11/21	O+	181-55-5853	Bookseller	Lisa James	"646 Tina Rue Suite 185
East William, WA 34473"
2864	White	(Decimal('26.2842715'), Decimal('-21.796589'))	F	2005-01-12	A+	750-69-6086	Counsellor	Alexandra Davis	"998 Hampton Circle Apt. 477
Port Heatherburgh, NE 34496"
2865	Asian	(Decimal('44.0033635'), Decimal('121.195911'))	M	11 May 1912	AB-	126-72-5213	Administrator, education	Matthew Cuevas	"5813 Michael Locks
Cochranton, NM 03159"
2866	Black	(Decimal('39.452701'), Decimal('-9.318793'))	M	19 Sep 1954	O-	720-83-9367	Fast food restaurant manager	Daniel Joseph	"987 Wyatt Course Suite 664
West Alexandrafort, TN 67729"
2867	White	(Decimal('-78.235241'), Decimal('162.147708'))	F	14 Jun 1907	O-	032-29-6999	Civil Service fast streamer	Amber Rogers	"Unit 4576 Box 5023
DPO AA 51673"
2868	Hawaiian	(Decimal('43.5418945'), Decimal('130.077190'))	M	1956/03/15	O-	669-77-5336	Environmental manager	Kevin Thomas	"41800 Cathy Corners
Villegasmouth, NJ 39943"
2869	Black	(Decimal('73.779344'), Decimal('-49.959777'))	M	1944-12-29	B-	664-84-7868	Advertising account planner	Kenneth Henry	"USCGC Howard
FPO AE 08742"
2870	White	(Decimal('55.611330'), Decimal('167.367147'))	M	1962-05-29	B-	473-40-3744	Dramatherapist	Jeremiah Gardner	"816 Figueroa Cove
Christopherstad, DE 08225"
2871	Asian	(Decimal('-47.220523'), Decimal('-102.791576'))	M	1975-03-13	O+	258-21-3799	Town planner	Jason Atkinson	"878 Torres Tunnel
Williamhaven, CA 21171"
2872	White	(Decimal('-14.1863885'), Decimal('-37.275745'))	F	11/29/1986, 00:00:00	A+	674-44-1219	Trading standards officer	Andrea Garza	"8508 Smith Keys Apt. 863
West Sally, CT 17886"
2873	White	(Decimal('27.534020'), Decimal('149.595134'))	M	09/11/1941, 00:00:00	O+	571-66-6745	Mental health nurse	James Baldwin	"Unit 5798 Box 7180
DPO AE 69228"
2874	White	(Decimal('-64.7576505'), Decimal('32.125364'))	M	06 Sep 1929	O+	463-81-3941	Energy engineer	John Parks	"712 Angela Tunnel
South Jason, GA 07149"
2875	White	(Decimal('17.555776'), Decimal('-167.050199'))	M	11 Jun 2007	B-	411-69-4888	Social research officer, government	Michael Mata	"USNS Beck
FPO AA 92387"
2876	White	(Decimal('67.835459'), Decimal('-57.908174'))	F	1950-01-26	AB-	405-29-6345	Scientist, forensic	Mary Hanna	"710 Davis Ranch Apt. 118
Kellyburgh, VA 41325"
2877	black	(Decimal('85.455304'), Decimal('-96.370651'))	M	15 Jan 1987	O-	853-65-2947	Food technologist	Nicholas Bailey	"07402 Roberts Heights
North Carl, FL 85598"
2878	White	(Decimal('49.8123805'), Decimal('-20.062323'))	M	1961/06/18	O+	303-83-9724	Surveyor, quantity	Daniel Martinez	"72530 Henderson Meadow Apt. 559
Williamsfurt, AR 61846"
2879	White	(Decimal('18.841771'), Decimal('49.476465'))	M	1986/10/20	O+	121-65-8787	Automotive engineer	Jared Hayes	"7279 Ricky Estates
North John, PA 66980"
2880	Indian	(Decimal('54.533367'), Decimal('-164.366552'))	M	03 Feb 1963	B-	330-95-5138	Broadcast presenter	Billy Clark	"92868 Dwayne Summit Apt. 343
Mcculloughtown, SC 98097"
2881	White	(Decimal('31.873971'), Decimal('19.579667'))	F	06 Aug 2006	O-	089-14-5725	Arts development officer	Melissa Buchanan	"553 Mooney Mews
Port Maryview, NM 68620"
2882	Asian	(Decimal('62.6379215'), Decimal('3.041688'))	M	19 Jun 2009	A+	183-96-8908	Surveyor, planning and development	Gary Johnson	"52503 Robert Fork Apt. 293
New Blake, NM 93852"
2883	White	(Decimal('25.090761'), Decimal('132.647341'))	M	1920-09-12	AB-	377-49-4964	Emergency planning/management officer	David Cox	"571 Butler Highway
Sullivanfort, WI 48757"
2884	White	(Decimal('48.456167'), Decimal('45.245864'))	M	10/17/1963, 00:00:00	B-	091-41-8149	Media buyer	Christopher Hall	"52952 Heather Pine
East Jennifer, OH 78607"
2885	White	(Decimal('21.0873015'), Decimal('-57.742973'))	F	1958-01-20	O+	730-89-3051	Engineer, civil (consulting)	Sara Martinez	"890 Stephanie Road Suite 551
North Philipberg, WY 75505"
2886	White	(Decimal('-50.0343115'), Decimal('-58.983910'))	F	1941-10-28	A-	727-01-1022	Pathologist	Maria Hayes	"1122 Salas Ridge Apt. 294
Cynthiaview, SD 43569"
2887	Black	(Decimal('-40.5978445'), Decimal('135.456932'))	F	06/01/1913, 00:00:00	B-	631-67-1761	Animal technologist	Pamela Smith	"340 George Mission Suite 330
East Caitlin, CT 05893"
2888	Asian	(Decimal('52.3244285'), Decimal('32.044464'))	F	2011-09-28	AB+	847-86-4462	Health service manager	Alyssa Valdez	"Unit 0066 Box 3459
DPO AE 52869"
2889	White	(Decimal('58.5734065'), Decimal('-21.347583'))	F	1978/09/16	AB+	014-88-2528	Musician	Adrienne Smith	"99534 Robert Wells Apt. 402
Lynnbury, VA 30989"
2890	Indian	(Decimal('-42.354430'), Decimal('-117.518773'))	F	04/12/2007, 00:00:00	A+	462-75-0362	Television camera operator	Sara Morse	"90810 Todd Keys
Codybury, PA 46596"
2891	Asian	(Decimal('4.241572'), Decimal('-14.963104'))	M	2009/09/14	B+	070-98-4354	Rural practice surveyor	John Rivers	"709 Campbell Roads
Lake Misty, OH 94434"
2892	White	(Decimal('24.446208'), Decimal('10.611714'))	M	1977-09-12	O+	060-66-3383	Animator	Richard Lee	"20738 Huff Groves
North Kimberlyland, MA 28547"
2893	White	(Decimal('-0.7628225'), Decimal('-5.051542'))	M	1910/06/08	B+	122-24-9451	Engineer, chemical	Chad Stokes	"92809 Castillo Cape
Stuartborough, NV 76579"
2894	Asian	(Decimal('72.306165'), Decimal('-11.163580'))	M	03/12/1966, 00:00:00	B+	089-82-3364	Consulting civil engineer	Garrett Johnson	"6142 Shepard Meadows
Lake Rebeccaview, NC 54768"
2895	White	(Decimal('26.357118'), Decimal('137.166146'))	F	2004/02/17	O+	665-77-5434	Civil Service fast streamer	Martha Jordan	"24155 Melendez Squares Suite 841
East Steven, MS 53772"
2896	Black	(Decimal('-3.5801885'), Decimal('-173.236360'))	F	05 Dec 1976	AB+	280-71-3207	Surgeon	Adrienne Howard	"0760 Lori Path
Stewartmouth, TX 76613"
2897	White	(Decimal('28.905025'), Decimal('-3.899461'))	F	03/25/2007, 00:00:00	AB+	073-43-2880	Personnel officer	Frances Khan	"631 David Parkway Suite 057
Smithchester, ME 62877"
2898	Hawaiian	(Decimal('-3.302321'), Decimal('-73.860681'))	F	29 Nov 1934	A+	110-13-9127	Passenger transport manager	Krystal Green	"03281 Flores Trail Apt. 309
North Nicoleberg, OR 36903"
2899	Black	(Decimal('-68.6932945'), Decimal('-147.677739'))	F	26 Aug 2018	O-	045-89-3046	Retail merchandiser	Chelsea Lopez	"5010 Jason Overpass
South Kevin, SC 48882"
2900	White	(Decimal('78.3436665'), Decimal('59.947687'))	M	05 Feb 1988	O+	893-26-3828	Personal assistant	Carl Green	"2183 Smith Fall Suite 404
North Kendra, IL 91340"
2901	Black	(Decimal('48.526391'), Decimal('-74.309755'))	M	01/07/1971, 00:00:00	O+	285-75-5878	Facilities manager	Edward Williams	"29517 Amy Point Apt. 866
North Timothyfort, IL 49537"
2902	Black	(Decimal('-85.142493'), Decimal('70.394052'))	F	02/19/2021, 00:00:00	B+	606-81-7546	Broadcast journalist	Maria Campbell	"5870 Jones Brook
Wilsontown, WI 24949"
2903	Black	(Decimal('75.297539'), Decimal('-101.818989'))	M	1971/11/14	AB+	885-18-7606	Civil engineer, contracting	Rodney Mccormick	"351 Jeffrey Ferry
Hannamouth, NJ 81463"
2904	Black	(Decimal('-79.7536515'), Decimal('-138.776045'))	M	1958-03-23	AB-	814-87-8956	Materials engineer	Michael Carey	"9724 James Underpass Suite 996
Johnsonmouth, CA 77031"
2905	Black	(Decimal('-10.647845'), Decimal('-24.214112'))	M	20 Dec 1960	O+	337-21-9325	Psychiatrist	James Valentine	"22234 Austin Isle
South Heather, MN 00922"
2906	Black	(Decimal('16.742550'), Decimal('100.311593'))	F	2013-04-28	B-	831-53-8811	Editorial assistant	Miranda Bates DDS	"7406 Day Parks Apt. 548
Brettborough, KS 50222"
2907	Black	(Decimal('67.593697'), Decimal('48.051912'))	F	2014/12/12	AB+	623-05-5665	Cartographer	Stacy Watkins	"139 Moore Fort
Christinaberg, NE 86097"
2908	Asian	(Decimal('45.400828'), Decimal('128.643444'))	M	23 Jun 1971	O+	587-94-7694	Engineer, drilling	Jeffrey Odonnell	"9071 Joshua Course
Ramirezshire, DC 96930"
2909	Black	(Decimal('76.732221'), Decimal('-5.074089'))	M	06 Mar 2001	B-	779-44-5549	Investment analyst	Daniel Mcdonald	"270 Graves Cove
West Hannah, WI 82234"
2910	Black	(Decimal('-5.4896445'), Decimal('-171.943586'))	M	01 Dec 1932	O+	253-04-7489	Therapist, nutritional	Brian Frazier	"66354 Freeman Well
New Joe, NV 07632"
2911	Black	(Decimal('-7.496722'), Decimal('120.680350'))	M	04/02/1959, 00:00:00	O-	424-71-7920	Air broker	Keith Taylor	"694 Jason Passage
Robertmouth, CA 11736"
2912	Black	(Decimal('83.011045'), Decimal('124.515454'))	M	1923-10-31	AB+	333-54-5272	Engineer, manufacturing	Anthony Hunt	"86489 Candace Coves
East Jessetown, FL 69014"
2913	White	(Decimal('-78.820488'), Decimal('-124.713183'))	M	24 Jan 1965	B+	444-10-9492	Film/video editor	Dakota Lopez	"0949 Jerry Underpass Suite 621
East Sherristad, GA 89096"
2914	Black	(Decimal('-80.5355985'), Decimal('-67.176345'))	M	1910/10/04	B-	679-26-8329	Industrial/product designer	Thomas Mullins	"38025 Williams Roads
South Sarahberg, CT 64474"
2915	White	(Decimal('-86.4797115'), Decimal('-36.851484'))	F	1998/02/14	O+	734-55-3711	Bonds trader	Cynthia Martinez	"USNS Clark
FPO AP 95721"
2916	Black	(Decimal('31.9374005'), Decimal('-95.826037'))	F	2007-02-18	A-	232-43-0195	Technical author	Madison Brown	"6398 Mullins Pines
New Justinberg, CO 23931"
2917	White	(Decimal('-36.4656975'), Decimal('-130.387149'))	F	1951-01-12	A-	309-03-4970	Firefighter	Shannon Proctor	"357 Smith Row
Lewisshire, CO 77165"
2918	White	(Decimal('54.252302'), Decimal('76.818455'))	F	1908-08-27	O+	576-33-1688	Media buyer	Lisa Schultz	"402 Matthew Crescent Suite 386
Davidville, OR 26348"
2919	White	(Decimal('30.449383'), Decimal('-176.080875'))	M	03/16/1925, 00:00:00	A+	171-49-1225	Building control surveyor	Jacob Myers	"083 Mark Land
New Kristen, NE 62519"
2920	Hawaiian	(Decimal('-33.3870295'), Decimal('23.322054'))	F	1993/02/13	B-	290-45-8429	Armed forces operational officer	Ariel Simmons	"26155 King Throughway
Jenningsberg, OR 22954"
2921	White	(Decimal('41.115920'), Decimal('-37.519227'))	F	1951-01-08	B-	841-59-0374	Operational investment banker	Amber Scott	"124 Rhodes Pass Suite 200
West Matthewbury, AK 27319"
2922	White	(Decimal('-20.2375115'), Decimal('88.021468'))	F	04 Nov 1988	AB+	386-77-3580	Printmaker	Melissa Williams	"7938 Dawn Cape
Reidburgh, ID 87064"
2923	White	(Decimal('58.4296275'), Decimal('-98.982814'))	F	2002-12-18	A+	243-34-4314	Radiographer, diagnostic	Kayla Romero	"2254 Larsen Land Suite 593
Lake Dale, MO 03144"
2924	White	(Decimal('40.686109'), Decimal('-168.548093'))	F	2000-06-27	AB+	060-93-4579	Facilities manager	Caitlin Harvey	"8090 Lucas Key Apt. 458
North Lauren, VA 20294"
2925	Black	(Decimal('65.685589'), Decimal('89.208069'))	M	12/02/1968, 00:00:00	B-	022-09-0951	Adult guidance worker	John Tucker	"337 Gregory Islands Suite 735
East Alexaside, IL 49627"
2926	Black	(Decimal('66.7398025'), Decimal('116.399505'))	M	01/21/2016, 00:00:00	O+	202-45-8153	Insurance claims handler	Frederick Long	"431 Shelly Camp
Port Rodney, SC 85375"
2927	Indian	(Decimal('75.676472'), Decimal('123.057213'))	F	01/16/1906, 00:00:00	O+	656-17-5034	Chartered loss adjuster	Molly Perez	"1665 David Stream
Lake Brookeborough, DC 85166"
2928	black	(Decimal('35.7456065'), Decimal('-62.743222'))	M	08/23/1955, 00:00:00	B-	368-49-3235	Editorial assistant	Stephen Weaver	"Unit 5792 Box 2957
DPO AP 38570"
